review,rating,date,bank,source,translated_review,final_translation
"The app is awesome. But there are many things to highlight.For example, When spending money from the account , a confirmation text message must be sent to the account holder. Also the fact that, the PIN is only four digits is not safe enough for security, if it is more than eight digits and includes numbers and symbols, it will be cool.",3,2023-01-29,CBE,A Google user,"The app is awesome. But there are many things to highlight.For example, When spending money from the account , a confirmation text message must be sent to the account holder. Also the fact that, the PIN is only four digits is not safe enough for security, if it is more than eight digits and includes numbers and symbols, it will be cool.","The app is awesome. But there are many things to highlight.For example, When spending money from the account , a confirmation text message must be sent to the account holder. Also the fact that, the PIN is only four digits is not safe enough for security, if it is more than eight digits and includes numbers and symbols, it will be cool."
Go forward,5,2023-01-29,CBE,A Google user,Go forward,Go forward
I LIKED THIS APP 😊MAY IT WILL NEW UPDATIONS SOON THANKS😊,5,2023-01-29,CBE,A Google user,I LIKED THIS APP 😊MAY IT WILL NEW UPDATIONS SOON THANKS😊,I LIKED THIS APP smiling MAY IT WILL NEW UPDATIONS SOON THANKS smiling
J ቸተደመ 😁😅,3,2023-01-28,CBE,A Google user,J ejector,J grinning face with smiling eyes smiling face with sweat
በጣም ደስ የሚል ቀለል ያለ,5,2023-01-27,CBE,A Google user,Very pleasant,
The Commercial Bank of Ethiopia application is easy to use. Really recommended.,5,2023-01-27,CBE,A Google user,The Commercial Bank of Ethiopia application is easy to use. Really recommended.,The Commercial Bank of Ethiopia application is easy to use. Really recommended.
Recent and Accounts not responding thw previous version was nice. This version UI looks attractive but almost half features not working.,1,2023-01-26,CBE,A Google user,Recent and Accounts not responding thw previous version was nice. This version UI looks attractive but almost half features not working.,Recent and Accounts not responding thw previous version was nice. This version UI looks attractive but almost half features not working.
1.Money withidirawal from bank into my debit card and credit next in to make Ethiopian My saving bank account number.3rd limete My money withidirawal in to make mobile money wallet plus in to make My Ethiopian saving Bank account number is attached with allow me My money . all my money convert to Ethiopian birr to make. Excuse me my needs seed and received money withidirawal more amended more detail.,5,2023-01-25,CBE,A Google user,1.Money withidirawal from bank into my debit card and credit next in to make Ethiopian My saving bank account number.3rd limete My money withidirawal in to make mobile money wallet plus in to make My Ethiopian saving Bank account number is attached with allow me My money . all my money convert to Ethiopian birr to make. Excuse me my needs seed and received money withidirawal more amended more detail.,1.Money withidirawal from bank into my debit card and credit next in to make Ethiopian My saving bank account number.3rd limete My money withidirawal in to make mobile money wallet plus in to make My Ethiopian saving Bank account number is attached with allow me My money . all my money convert to Ethiopian birr to make. Excuse me my needs seed and received money withidirawal more amended more detail.
i like this app,1,2023-01-25,CBE,A Google user,i like this app,i like this app
"In the beginning, the ability to capture the history was small, now it's a great job to capture all the transactions and the user can see them, another problem is that if a transaction or transfer is made, the number of the receipt will not be downloaded when saving to avoid it, unless a screenshot is taken, it would be better if you fix this.",5,2023-01-25,CBE,A Google user,"In the beginning, the ability to capture the history was small, now it's a great job to capture all the transactions and the user can see them, another problem is that if a transaction or transfer is made, the number of the receipt will not be downloaded when saving to avoid it, unless a screenshot is taken, it would be better if you fix this.","In the beginning, the ability to capture the history was small, now it's a great job to capture all the transactions and the user can see them, another problem is that if a transaction or transfer is made, the number of the receipt will not be downloaded when saving to avoid it, unless a screenshot is taken, it would be better if you fix this."
Yuusuf 24:01:2023,5,2023-01-24,CBE,A Google user,Joseph 24: 01: 2023,Yuusuf 24:01:2023
Very best app,5,2023-01-24,CBE,A Google user,Very best app,Very best app
Perfect App,5,2023-01-23,CBE,A Google user,Perfect App,Perfect App
The app is crashing and freezing in recents' section. But it works fine in other sections very helpful app.,5,2023-01-23,CBE,A Google user,The app is crashing and freezing in recents' section. But it works fine in other sections very helpful app.,The app is crashing and freezing in recents' section. But it works fine in other sections very helpful app.
Good,4,2023-01-23,CBE,A Google user,Good,Good
great applca,5,2023-01-21,CBE,A Google user,great applca,great applca
Its good app to use.,5,2023-01-20,CBE,A Google user,Its good app to use.,Its good app to use.
Very good app.,5,2023-01-19,CBE,A Google user,Very good app.,Very good app.
Very interesting app in digital economy,5,2023-01-18,CBE,A Google user,Very interesting app in digital economy,Very interesting app in digital economy
it securty is good for hackeres,1,2023-01-18,CBE,A Google user,it securty is good for hackeres,it securty is good for hackeres
Its nice betammm,5,2023-01-18,CBE,A Google user,Its nice betammm,Its nice betammm
business all,4,2023-01-17,CBE,A Google user,business all,business all
"Amazing Apps but if you add other language Like Afaan Oromoo, Afar, Somali it's more than this",3,2023-01-17,CBE,A Google user,"Amazing Apps but if you add other language Like Afaan Oromoo, Afar, Somali it's more than this","Amazing Apps but if you add other language Like Afaan Oromoo, Afar, Somali it's more than this"
Better app,5,2023-01-15,CBE,A Google user,Better app,Better app
"Good, but do not save after sending.",5,2023-01-14,CBE,A Google user,"Good, but do not save after sending.","Good, but do not save after sending."
Fast and reliable,5,2023-01-13,CBE,A Google user,Fast and reliable,Fast and reliable
ok,5,2023-01-13,CBE,A Google user,ok,ok
Easy and interesting app,5,2023-01-13,CBE,A Google user,Easy and interesting app,Easy and interesting app
since i down loaded this APP nothing any problem happened .it very nice app,5,2023-01-12,CBE,A Google user,since i down loaded this APP nothing any problem happened .it very nice app,since i down loaded this APP nothing any problem happened .it very nice app
Nays,5,2023-01-12,CBE,A Google user,Nays,Nays
